Code|RUES|"Service des Impôts des Particuliers
(SIP)"|Secteur d'assiette (SA)|Trésorerie|Service des Impôts des Entreprises (SIE)|Pôle enregis-trement (PE)|"Service de Publicité Foncière 
(SPF) "|||||||
0648|AUGUSTE GRANIER (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
0650|AUGUSTE GUENOT (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
0651|AUGUSTE GUENOT (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
0652|AUGUSTE RATEAU (RUE)|TNO|3|0064|TNO|TO3|TO1|||||||
0653|AUGUSTE LAFRONT (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
0656|AUGUSTE RENOIR (RUE)|B|1|0092|B|TO3|TO1|||||||
0660|AUGUSTE VALATS (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
0663|AUGUSTIN DASSIER (RUE)|TN|4|0063|TN|TO3|TO1|||||||
0664|AUGUSTIN FRESNEL (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
0668|AUGUSTIN THIERRY (IMP)|TC|1|0027|TC|TO3|TO1|||||||
0672|AUNIS (IMP DE L')|TO|3|0018|TMI|TO3|TO2|||||||
0676|AURIGNAC (RUE DE L')|TN|1|0063|TN|TO3|TO1|||||||
0680|AURIOL (RUE D')|TR|3|0065|TR|TO3|TO1|||||||
0684|AURORE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
0686|AUSONE (IMP)|B|1|0092|B|TO3|TO1|||||||
0687|AUSONE (PLACE)|B|1|0092|B|TO3|TO1|||||||
0688|AUSONE (RUE)|B|1|0092|B|TO3|TO1|||||||
0692|AUSSARGUES (RUE D')|TC|3|0027|TC|TO3|TO1|||||||
0696|AUSTERLITZ (RUE D')|TC|3|0027|TC|TO3|TO1|||||||
0700|AUTEUIL (RUE D')|B|1|0092|B|TO3|TO1|||||||
0704|AUVERGNE (RUE DE L')|TSO|1|0029|TMI|TO3|TO2|||||||
0708|AUZEVILLE (CHEM D')|TR|2|0065|TR|TO3|TO1|||||||
0712|AVENIR (RUE DE L')|B|1|0092|B|TO3|TO1|||||||
0716|AVERSENG DELORME (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
0720|AVEYRON (RUE DE L')|TSO|1|0029|TMI|TO3|TO2|||||||
0724|AVIATION (RUE DE L')|TSE|3|0028|TR|TO3|TO1|||||||
0728|AVIGNON (RUE D')|B|1|0092|B|TO3|TO1|||||||
0732|AVIONS (AVE DES)|TR|1|0065|TR|TO3|TO1|||||||
0736|AVIONS (PLACE)|TR|1|0065|TR|TO3|TO1|||||||
0740|AVRANCHES (RUE D')|B|1|0092|B|TO3|TO1|||||||
0744|AXEL DUBOUL (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
0747|AYMABLE DUPUY (ESPLANADE)|TSO|1|0029|TMI|TO3|TO2|||||||
0748|AYGA (RUE DE L')|B|1|0092|B|TO3|TO1|||||||
0750|AYME KUNC (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
0751|AIMERIE DE PEGUILHAN (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
0752|AZAIS (CHEM)|TSO|1|0029|TMI|TO3|TO2|||||||
0756|AZALEES (RUE DES)|B|1|0092|B|TO3|TO1|||||||
0760|AZES (RUE DES)|TC|3|0027|TC|TO3|TO1|||||||
0762|AZUR (IMP DE L')|TO|3|0018|TMI|TO3|TO2|||||||
0764|BACHELIER (PLACE)|TC|3|0027|TC|TO3|TO1|||||||
0768|BACHELIER (RUE)|TC|3|0027|TC|TO3|TO1|||||||
0772|BAGATELLE (CHEM DE)|TO|2|0018|TMI|TO3|TO2||260|||||
0776|BAGNOLET (CHEM DE)|TO|2|0018|TMI|TO3|TO2||422|||||
0778|BAISE (PLACE DE LA)|B|1|0092|B|TO3|TO1|||||||
0780|BAGNOLET (IMP DE)|TO|3|0018|TMI|TO3|TO2|||||||
0781|BAGNOLET (RUE DE)|TO|3|0018|TMI|TO3|TO2|||||||
0784|BALANCE (IMP DE LA)|TC|3|0027|TC|TO3|TO1|||||||
0788|BALANCE (RUE DE LA)|TC|3|0027|TC|TO3|TO1|||||||
0789|BAILLY (PASS)|TSO|1|0029|TMI|TO3|TO2|||||||
0792|BALANSA (AVE)|TSE|4|0028|TR|TO3|TO1|||||||
0793|BACHAGA BOUALAM (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
0800|BALSAMINES (RUE DES)  (Impairs)|B|1|0092|B|TO3|TO1|||||||
0800|BALSAMINES (RUE DES)  (Pairs)|B|1|0092|B|TO3|TO1|||||||
0804|BALUFFET (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
0808|BANIERES (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
0812|BAOUR LORMIAN (IMP)|TNO|1|0064|TNO|TO3|TO1|||||||
0816|BAOUR LORMIAN (RUE) (9 à la fin et 12 à la fin)|TC|1|0027|TC|TO3|TO1|||||||
0816|BAOUR LORMIAN (RUE) (1 à 7 et 2 à10)|TNO|1|0064|TNO|TO3|TO1|||||||
0820|BAPTISTE MARCET (RUE)|TN|1|0063|TN|TO3|TO1|||||||
0824|BAQUE (RUE)|TN|1|0063|TN|TO3|TO1|||||||
0828|BARA (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
0830|BARAQUETTE (IMP DE LA)|TSE|2|0028|TR|TO3|TO1|||||||
0831|BARBARA (IMP)|TNO|3|0064|TNO|TO3|TO1|||||||
0832|BARBAZAN (RUE DE)|TO|4|0018|TMI|TO3|TO2|||||||
0836|BARBES (RUE)|B|1|0092|B|TO3|TO1|||||||
0840|BARCELONE (ALL DE)|TNO|2|0064|TNO|TO3|TO1|||||||
0844|BARCELONE (IMP DE)|TNO|2|0064|TNO|TO3|TO1|||||||
0846|BARDOU (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
0850|BAREGES (RUE DE)|B|1|0092|B|TO3|TO1|||||||
0852|BARIGOUDE (CHEM DE LA)|TO|3|0018|TMI|TO3|TO2|||||||
0856|BARON (CHEM DU)|TN|3|0063|TN|TO3|TO1|||||||
0860|BARON (IMP DU)|TN|3|0063|TN|TO3|TO1|||||||
0864|BARONIE (RUE) (Pairs)|TC|1|0027|TC|TO3|TO1|||||||
0864|BARONIE (RUE) (Impairs)|TNO|1|0064|TNO|TO3|TO1|||||||
0872|BARRAU (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
0876|BARRY (RUE)|TSE|3|0028|TR|TO3|TO1|||||||
0880|BARTHE (IMP)|TN|4|0063|TN|TO3|TO1|||||||
0884|BARTHERE (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
0888|BARUTEL (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
0890|BARUTTE (RUE DE LA)|TC|1|0027|TC|TO3|TO1|||||||
0896|BASSO CAMBO (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
0897|BASSO CAMBO (RPT)|TO|3|0018|TMI|TO3|TO2|||||||
0898|BASSO CAMBO (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
0900|BASTIAT (RUE)|TNO|3|0064|TNO|TO3|TO1|||||||
0904|BASTIDE (RUE DE LA)|TNO|1|0064|TNO|TO3|TO1|||||||
0912|BATELIERS (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
0913|BATONNIER ALBERT VIALA (PASSERELLE)|TR|3|0065|TR|TO3|TO1|||||||
0920|BAYARD (RUE)|TC|3|0027|TC|TO3|TO1|||||||
0924|BAYONNE (BARRIERE DE) (9 à la fin et 8 à la fin)|TO|4|0018|TMI|TO3|TO2|||||||
0924|BAYONNE (BARRIERE DE) (1 à 7 et 2 à 6)|TSO|1|0029|TMI|TO3|TO2|||||||
0925|BAYEUX (RUE DE)|TO|3|0018|TMI|TO3|TO2|||||||
0927|BAYONNE (IMP DE)|TO|2|0018|TMI|TO3|TO2|||||||
0928|BAYONNE (RTE DE) |TO|3|0018|TMI|TO3|TO2|||||||
0933|BAZACLE (PROMENADE DU)|TNO|2|0064|TNO|TO3|TO1|||||||
0940|BEARN (RUE DU)|TSO|1|0029|TMI|TO3|TO2|||||||
0944|BEARNAIS (IMP DU)|TNO|1|0064|TNO|TO3|TO1|||||||
0948|BEARNAIS (RUE DU)|TNO|1|0064|TNO|TO3|TO1|||||||
0949|BEATRICE DE DIE (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
0950|BEAUREGARD (CHEM)|TO|3|0018|TMI|TO3|TO2|||||||
0952|BEAU SITE (RUE)|B|1|0092|B|TO3|TO1|||||||
0953|BEAUCAIRE (IMP DE)|B|1|0092|B|TO3|TO1|||||||
0954|BEAUCAIRE (RUE DE)|B|1|0092|B|TO3|TO1|||||||
0956|BEAU SOLEIL (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
0960|BEAUCE (RUE DE LA)|TSO|1|0029|TMI|TO3|TO2|||||||
0964|BEAUJOLAIS (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
0968|BEAUMARCHAIS (IMP)|TNO|4|0064|TNO|TO3|TO1|||||||
0972|BEAUSEJOUR (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
0973|BEDELIERES (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
0976|BEGONIAS (RUE DES)|TSE|4|0028|TR|TO3|TO1|||||||
0980|BEGUE DAVID (RUE)|TR|3|0065|TR|TO3|TO1|||||||
0985|BEL AIR (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
0992|BELFORT (IMP DE)|TC|3|0027|TC|TO3|TO1|||||||
0996|BELFORT (PLACE DE)|TC|3|0027|TC|TO3|TO1|||||||
1000|BELFORT (RUE DE)|TC|3|0027|TC|TO3|TO1|||||||
1004|BELGRADE (IMP DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1008|BELLE PAULE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
1009|BELLEFONTAINE (ALL)|TSO|1|0029|TMI|TO3|TO2|||||||
1012|BELLEGARDE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1014|BELLERIVE (IMP)|TNO|3|0064|TNO|TO3|TO1|||||||
1016|BELLEVILLE (RUE DE)|TN|1|0063|TN|TO3|TO1|||||||
1020|BELLEVUE (AVE)|B|1|0092|B|TO3|TO1|||||||
1024|BELLOC CITE (PLACE)|B|1|0092|B|TO3|TO1|||||||
1028|BELLOC CITE (RUE)|B|1|0092|B|TO3|TO1|||||||
1032|BELOU (IMP)|TN|1|0063|TN|TO3|TO1|||||||
1034|BELVEDERE (RAMPE DU)|TC|1|0027|TC|TO3|TO1|||||||
1036|BENEZET (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1040|BENEZET (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1044|BENJAMIN BAILLAUD (RUE)|B|1|0092|B|TO3|TO1|||||||
1048|BENJAMIN CONSTANT (RUE)|TR|3|0065|TR|TO3|TO1|||||||
1052|BERANGER (RUE)|TN|1|0063|TN|TO3|TO1|||||||
1054|BERDURET  (MAIL)|B|1|0092|B|TO3|TO1|||||||
1056|BERGEAUD (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
1057|HENRI BERGSON (RUE)|TR|2|0065|TR|TO3|TO1|||||||
1060|BERGERAC (RUE DE)|B|1|0092|B|TO3|TO1|||||||
1061|BERGOUGNAN (CHEM)|TN|4|0063|TN|TO3|TO1|||||||
1064|BERLIOZ (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1068|BERNADETTE (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1072|BERNARD DELICIEUX (RUE)|TNO|3|0064|TNO|TO3|TO1|||||||
1073|BERNARD DESBARREAUX (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
1074|BERNARD DE VENTADOUR (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
1075|BERNARD DE VENTADOUR (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
1076|BERNARD LASSERRE (RUE)|TR|1|0065|TR|TO3|TO1|||||||
1077|BERNARD MARIS (AVENUE)|TSE|003|0028|TR|TO3|TO1|||||||
1078|BERNARD MARROT (PROM)|TSO|1|0029|TMI|TO3|TO2|||||||
1080|BERNARD MULE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
1084|BERNARD ORTET (RUE)|B|1|0092|B|TO3|TO1|||||||
1088|BERNARD PALISSY (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
1092|BERNARD SARRETTE (CHEM)|B|1|0092|B|TO3|TO1|||||||
1093|BERNARD SARRIEU (ALL)|TO|3|0018|TMI|TO3|TO2|||||||
1096|BERNE (RUE DE)|TNO|2|0064|TNO|TO3|TO1|||||||
1100|BERRY (RUE DU)|TSO|1|0029|TMI|TO3|TO2|||||||
1102|BERTHE MONMART (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
1104|BERTHELOT (RUE)|B|1|0092|B|TO3|TO1|||||||
1106|BERTHY ALBRECHT (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
1108|BERTIER (PLACE)|TO|2|0018|TMI|TO3|TO2|||||||
1111|BERTRAN (RUE)|B|1|0092|B|TO3|TO1|||||||
1112|BERTRAND DE BORN (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1116|BERTRAND DE L'ISLE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1118|BERTRAND DE MONTAIGUT (ESPL)|TNO|1|0064|TNO|TO3|TO2|||||||
1120|BERTRAND GRIL (RUE)|TR|1|0065|TR|TO3|TO1|||||||
1124|BERTRAND MASSONIE (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
1128|BESSIERES (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
1132|BETEILLE (PLACE)|TN|2|0063|TN|TO3|TO1|||||||
1136|BETEILLE (RUE)|TN|2|0063|TN|TO3|TO1|||||||
1140|BEZIAT (RUE) (Impairs)|TR|1|0065|TR|TO3|TO1|||||||
1140|BEZIAT (RUE) (Pairs)|TSE|4|0028|TR|TO3|TO1|||||||
1144|BIALAR (RUE)|TN|1|0063|TN|TO3|TO1|||||||
1148|BIARRITZ (AVE DE)|TO|4|0018|TMI|TO3|TO2|||||||
1152|BIBLIOTHEQUE (IMP)|TC|3|0027|TC|TO3|TO1|||||||
1156|BICHES (RUE DES)|TO|4|0018|TMI|TO3|TO2|||||||
1160|BIDA (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1164|BIGORRE (RUE DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1168|BILA (PLACE)|B|1|0092|B|TO3|TO1|||||||
1172|BIOT (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
1173|BIR HAKEIM (RUE)|TR|2|0065|TR|TO3|TO1|||||||
1176|BITET (CHEM DE)|TSE|4|0028|TR|TO3|TO1|||||||
1180|BLAGNAC (RTE DE)|TNO|2|0064|TNO|TO3|TO1|||||||
1182|BLAISE CENDRARS (CHEM)|TSO|1|0029|TMI|TO3|TO2|||||||
1184|BLAISE PASCAL (RUE)|B|1|0092|B|TO3|TO1|||||||
1185|BITET (IMP )|TSE|4|0028|TR|TO3|TO1|||||||
1188|BLAJA (RUE)|B|1|0092|B|TO3|TO1|||||||
1192|BLANCHE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
1196|BLANCHERS (RUE DES)|TNO|1|0064|TNO|TO3|TO1|||||||
1200|BLANCHISSERIE (RUE DE LA)|B|1|0092|B|TO3|TO1|||||||
1205|BLANCOU (IMP)|TSE|2|0028|TR|TO3|TO1|||||||
1208|BLANDINIERES (IMP)|TN|3|0063|TN|TO3|TO1|||||||
1212|BLES D'OR (RUE DES)|TSO|1|0029|TMI|TO3|TO2|||||||
1216|BLEUETS (RUE DES)|B|1|0092|B|TO3|TO1|||||||
1220|BOBILLOT (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
1224|BOIELDIEU (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1228|BOILEAU (RUE)|B|1|0092|B|TO3|TO1|||||||
1232|BOILLY (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1236|BOIS FLEURI (RUE DU)|B|1|0092|B|TO3|TO1|||||||
1237|BOLOGNE (PLACE)|TNO|1|0064|TNO|TO3|TO1|||||||
1239|LE BONDIDIER (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
1244|BONNAT (RUE)|TR|1|0065|TR|TO3|TO1|||||||
1248|BONNET (IMP)|TSE|1|0028|TR|TO3|TO1|||||||
1252|BONNEVAL (CHEM DE)|TR|2|0065|TR|TO3|TO1|||||||
1256|BONREPOS (BLD)|TC|3|0027|TC|TO3|TO1|||||||
1260|BONS AMIS (IMP DES)|TNO|4|0064|TNO|TO3|TO1|||||||
1264|BONS ENFANTS (IMP DES)|TSO|1|0029|TMI|TO3|TO2|||||||
1266|BON VOISIN (RUE DU)|TR|2|0065|TR|TO3|TO1|||||||
1268|BORDA (IMP)|TR|2|0065|TR|TO3|TO1|||||||
1272|BORDEAUX (RUE DE)|TN|1|0063|TN|TO3|TO1|||||||
1276|BORDEBLANCHE (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
1280|BORDEROUGE (CHEM DE)|B|1|0092|B|TO3|TO1|||||||
1284|BORDEROUGE (IMP DE)|B|1|0092|B|TO3|TO1|||||||
1296|BORNIER (RUE DE)|B|1|0092|B|TO3|TO1|||||||
1298|BOSQUETS (IMP DES)|TSO|1|0029|TMI|TO3|TO2|||||||
1300|BOSSUET (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
1304|BOUBEE (RUE)|B|1|0092|B|TO3|TO1|||||||
1308|BOUCHES DU RHONE (RUE DES)|TSE|4|0028|TR|TO3|TO1|||||||
1310|BOUDEVILLE (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1311|BOUDEVILLE (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1312|BOUDOU (CHEM DE)|B|1|0092|B|TO3|TO1|||||||
1316|BOULBONNE (RUE) (1 à la fin et 2 à 40)|TC|1|0027|TC|TO3|TO1|||||||
1316|BOULBONNE (RUE) (42 à la fin)|TC|3|0027|TC|TO3|TO1|||||||
1320|BOULE (RUE DE LA)|TNO|1|0064|TNO|TO3|TO1|||||||
1324|BOULEAUX (RUE DES)|TNO|3|0064|TNO|TO3|TO1|||||||
1329|BOULINGRIN (SQUARE)  (2 à 4 et 1 à 3)|TC|3|0027|TC|TO3|TO1|||||||
1329|BOULINGRIN (SQUARE) (5 à la fin et 6 à la fin)|TR|3|0065|TR|TO3|TO1|||||||
1332|BOULOC (RUE)|TR|1|0065|TR|TO3|TO1|||||||
1336|BOULODROME (CHEM DU)|TNO|3|0064|TNO|TO3|TO1|||||||
1339|BOUQUETINS (RUE DES)|B|1|0092|B|TO3|TO1|||||||
1340|BOUQUIERES (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1344|BOURBOTTE (RUE)|B|1|0092|B|TO3|TO1|||||||
1348|BOURBOULE (RUE DE LA)|TO|4|0018|TMI|TO3|TO2|||||||
1352|BOURDELLE (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1356|BOURDETTE (CHEM DE LA)|TR|2|0065|TR|TO3|TO1|||||||
1360|BOURDON (RUE)|B|1|0092|B|TO3|TO1|||||||
1364|BOURGOGNE (RUE DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1368|BOURIETTE (CHEM DE LA)|TO|3|0018|TMI|TO3|TO2|||||||
1372|BOURRASSOL (RUE DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1376|BOURSE (PLACE DE LA)|TNO|1|0064|TNO|TO3|TO1|||||||
1380|BOURSE (RUE DE LA)|TNO|1|0064|TNO|TO3|TO1|||||||
1384|BOURTHOLLE (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1388|BOUTINON (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1392|BOYER FONFREDE (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
1394|BOYSSONNE (RUE)|TR|2|0065|TR|TO3|TO1|||||||
1396|BRAILLE (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1400|BRASCASSAT (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1404|BRASSERIE (RUE DE LA)|TC|3|0027|TC|TO3|TO1|||||||
1408|BRAVES (RUE DES)|TO|4|0018|TMI|TO3|TO2|||||||
1416|BRIANCON (RUE DE)|B|1|0092|B|TO3|TO1|||||||
1420|BRIE (RUE DE LA)|TSO|1|0029|TMI|TO3|TO2|||||||
1424|BRIENNE (ALL DE)|TNO|2|0064|TNO|TO3|TO1|||||||
1426|BRINDEJONC DES MOULINAIS (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
1428|BRIQUETERIE (RUE DE LA)|TR|1|0065|TR|TO3|TO1|||||||
1432|BROCA (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1436|BROUARDEL (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
1439|MONSEIGNEUR BRUNO SOLAGES (IMP)|B|1|0092|B|TO3|TO1|||||||
1441|MONSEIGNEUR BRUNO SOLAGES (RUE)|B|1|0092|B|TO3|TO1|||||||
1444|BRUXELLES (RUE DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1448|BUCHERS (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
1452|BUFFON (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
1453|BUFFON (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
1456|BUIS (IMP DU)|TR|4|0065|TR|TO3|TO1|||||||
1460|BUISSONNETS (RUE DES)|TSE|4|0028|TR|TO3|TO1|||||||
1464|BUSCA (PLACE DU) (N° 4 à 6)|TC|1|0027|TC|TO3|TO1|||||||
1464|BUSCA (PLACE DU) ( n° 1 à 3 et 8 à la fin)|TR|3|0065|TR|TO3|TO1|||||||
1468|BUTTE (CHEM DE LA)|TSE|4|0028|TR|TO3|TO1|||||||
1472|CABARETTE (PLACE DE LA)|B|1|0092|B|TO3|TO1|||||||
1476|CACTUS (RUE)|B|1|0092|B|TO3|TO1|||||||
1479|CADENE (RUE)|TN|3|0063|TN|TO3|TO1|||||||
1480|CADENE (CHEM)|TN|3|0063|TN|TO3|TO1|||||||
1481|CADENE (IMP DE LA)|TN|3|0063|TN|TO3|TO1|||||||
1484|CAEN (RUE DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1488|CAFFARELLI (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1496|CAGIRE (RUE DU)|TSO|1|0029|TMI|TO3|TO2|||||||
1500|CAHORS (RUE DE)|B|1|0092|B|TO3|TO1|||||||
1504|CAHUZAC (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1508|CAILLIBENS (CHEM DE)|B|1|0092|B|TO3|TO1|||||||
1512|CAILLOU GRIS (RUE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
1520|CALE (CHEM DE LA)|TSE|3|0028|TR|TO3|TO1|||||||
1524|CALQUET (CHEM DU)|TO|3|0018|TMI|TO3|TO2|||||||
1528|CALVADOS (RUE DU)|TN|1|0063|TN|TO3|TO1|||||||
1536|CALVET (RUE)|B|1|0092|B|TO3|TO1|||||||
1538|CALVINET (IMP)|B|1|0092|B|TO3|TO1|||||||
1540|CAMARGUE (RUE DE LA)|TSE|1|0028|TR|TO3|TO1|||||||
1544|CAMBARD (IMP)|B|1|0092|B|TO3|TO1|||||||
1545|CAMBARD (RUE)|B|1|0092|B|TO3|TO1|||||||
1548|CAMBIGUE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
1556|CAMELIA (RUE DU)|TR|1|0065|TR|TO3|TO1|||||||
1560|CAMICHEL (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1562|CAMILLE CLAUDEL (IMP )|TO|3|0018|TMI|TO3|TO2|||||||
1564|CAMILLE DESMOULINS (RUE)|TR|1|0065|TR|TO3|TO1|||||||
1568|CAMILLE FLAMMARION (AVE)|B|1|0092|B|TO3|TO1|||||||
1572|CAMILLE LANGLADE (IMP)|TSO|1|0029|TMI|TO3|TO2|||||||
1576|CAMILLE MATIGNON (IMP)|TR|2|0065|TR|TO3|TO1|||||||
1580|CAMILLE PELLETAN (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
1581|CAMILLE PISSARRO (RUE)|TN|3|0063|TN|TO3|TO1|||||||
1584|CAMILLE PUJOL (AVE) (Impairs)|B|1|0092|B|TO3|TO1|||||||
1584|CAMILLE PUJOL (AVE) (Pairs)|TSE|1|0028|TR|TO3|TO1|||||||
1588|CAMINADE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1591|CAMPAGNOU (IMP)|B|1|0092|B|TO3|TO1|||||||
1592|CAMPAIGNO (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1596|CAMPISTRON (RUE)|TN|1|0063|TN|TO3|TO1|||||||
1598|CANADA (RUE DU)|TN|3|0063|TN|TO3|TO1|||||||
1600|CANAL (CHEM DU)|TR|4|0065|TR|TO3|TO1|||||||
1601|CANAL DE BORDELONGUE (PASS DU)|TSO|1|0029|TMI|TO3|TO2|||||||
1604|CANALETS (CHEM DES)|TR|2|0065|TR|TO3|TO1|||||||
1608|CANARD (IMP DU)|TC|3|0027|TC|TO3|TO1|||||||
1612|CANARD (RUE DU)|TC|3|0027|TC|TO3|TO1|||||||
1616|CANARIS (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
1620|CANCE (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
1624|CANDELIE (IMP DU)|TNO|3|0064|TNO|TO3|TO1|||||||
1625|CANDIE (IMP DE)|TSO|1|0029|TMI|TO3|TO2|||||||
1628|CANIGOU (RUE DU)|TSE|4|0028|TR|TO3|TO1|||||||
1632|CANNES (RUE DE)|TR|2|0065|TR|TO3|TO1|||||||
1636|CANON D'ARCOLE (RUE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
1640|CANTAL (RUE DU)|TSO|1|0029|TMI|TO3|TO2|||||||
1644|CANTEGRIL (RUE)|TC|1|0027|TC|TO3|TO1|||||||
1648|CANTO LAOUZETTO (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
1649|CANTO LAOUZETTO (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
1652|CANY (RUE)|TSO|1|0029|TMI|TO3|TO2|||||||
1656|CAPEFIGUE (RUE)|B|1|0092|B|TO3|TO1|||||||
1660|CAPELLES (CHEM DES)|TO|3|0018|TMI|TO3|TO2|||||||
1662|CAPELLES (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
1664|CAPITAINE ESCUDIE (IMPDU)|TC|3|0027|TC|TO3|TO1|||||||
1668|CAPITAINE ESCUDIE (RUE DU)|TC|3|0027|TC|TO3|TO1|||||||
1670|CAPITAINERIE (ESPL DE LA)|TR|3|0065|TR|TO3|TO1|||||||
1672|CAPITOLE (MARCHE)|TNO|1|0064|TNO|TO3|TO1|||||||
1676|CAPITOLE (PLACE DU) (17 à la fin et 20 à la fin)|TC|3|0027|TC|TO3|TO1|||||||
1676|CAPITOLE (PLACE DU) (1 à 15 et 2 à 16)|TNO|1|0064|TNO|TO3|TO1|||||||
1677|CAPITOULS (PROM DES)|TC|3|0027|TC|TO3|TO1|||||||
1679|CAPOULET (IMP DE)|TN|2|0063|TN|TO3|TO1|||||||
1680|CAPUCINES (RUE DES)|B|1|0092|B|TO3|TO1|||||||
1684|CAPUS (RUE)|TR|1|0065|TR|TO3|TO1|||||||
1688|CARAMAN (RUE)|TC|3|0027|TC|TO3|TO1|||||||
1689|CARAVELLE (IMP DE LA)|B|1|0092|B|TO3|TO1|||||||
1690|CARAVELLE (RUE DE LA)|B|1|0092|B|TO3|TO1|||||||
1692|CARCASSONNE (RUE DE)|B|1|0092|B|TO3|TO1|||||||
